,articleID,publication_date,text,len_text,label
10621,11563738,2001-09-21,Tissue distribution of olanzapine in a postmortem case.,8,0
10622,11563738,2001-09-21,The assay had a limit of detection of 0.05 mg/L and an upper limit of linearity of 2 mg/L.,19,0
10623,11563738,2001-09-21,This article describes the case of a 25-year-old man found dead at home who had been prescribed olanzapine for schizophrenia.,20,1
10624,11563738,2001-09-21,"The cause of death was determined to be acute intoxication by olanzapine, and the manner of death was accidental.",19,1
10625,11563738,2001-09-21,Olanzapine is a relatively new antipsychotic drug used in the United States for the treatment of schizophrenia.,17,0
10626,11568758,2001-09-25,"To date, there have been no recorded cases of lichenoid drug eruptions (LDEs) caused by clinical use of the nonsteroidal anti-inflammatory drug salsalate.",23,0
10627,11568758,2001-09-25,Lichenoid drug eruption to salsalate.,5,1
10628,11568758,2001-09-25,Cutaneous lichenoid eruptions can arise as a result of exogenous compound exposures.,12,0
10629,11568758,2001-09-25,"Pharmaceutical drugs, industrial compounds, and inhaled particles have been implicated as causative agents.",13,0
10630,11568758,2001-09-25,"As in our patient's case, curative treatment for LDE requires discontinuation of the drug.",14,0
10631,11568758,2001-09-25,We describe a patient who experienced a lichenoid eruption after the initiation of salsalate for relief of arthritic pain.,19,1
10632,11568758,2001-09-25,"This eruption emerged after 1 month of therapy with salsalate, persisted for as long as salsalate was administered, and cleared within 3 weeks of discontinuing the medication.",27,1
10633,11568758,2001-09-25,LDEs can clinically and histologically resemble idiopathic or classic lichen planus.,11,0
10634,11568758,2001-09-25,"Integrating drug history, clinical morphology, clinical distribution, and histopathology can aid in the differentiation.",14,0
10635,11570783,2001-09-26,This is the first report of a middle-aged man with multiple coronary lesions.,13,0
10636,11570783,2001-09-26,Unusual coronary artery aneurysm and acute myocardial infarction in a middle-aged man with systemic lupus erythematosus.,16,0
10637,11570783,2001-09-26,"Only 13 SLE patients with AMI caused by coronary artery aneurysms have been reported, 11 of whom were young or middle-aged women and the 2 remaining were young men.",29,0
10638,11570783,2001-09-26,A 55-year-old man developed acute myocardial infarction (AMI) related to a large coronary artery aneurysm and a distal coronary stenotic lesion after steroid therapy for systemic lupus erythematosus (SLE).,29,0
10639,11573852,2001-09-28,"A 46-year-old African-American man experienced recurrent grand mal seizures during intravenous infusion of amphotericin B, then petit mal seizures as the infusion was stopped and the drug concentrations decreased with time.",31,1
10640,11573852,2001-09-28,"The patients concurrent medications included didanosine, hydroxyzine, promethazine, hydrocortisone, and prochlorperazine.",11,0
10641,11573852,2001-09-28,Amphotericin B seems to be the probable cause of the seizures.,11,1
10642,11573852,2001-09-28,To report a case of multiple episodes of seizure activity in an AIDS patent following amphotericin B infusion.,18,1
10643,11573852,2001-09-28,Didanosine also has a potential for inducing seizures.,8,1
10644,11573852,2001-09-28,Amphotericin B-induced seizures in a patient with AIDS.,8,1
10645,11573852,2001-09-28,"However, these other potential causes of seizure were ruled out.",10,0
10646,11573852,2001-09-28,"AIDS and cryptococcal meningitis, both of which the patient had, can potentially cause seizures.",14,0
10647,11573852,2001-09-28,The time course of events suggested that amphotericin B was the cause of the seizures in this AIDS patient.,19,1
10648,11573852,2001-09-28,"Despite administration of phenytoin and lorazepam, the seizures persisted and occurred only during amphotercin B administration.",16,1
10649,11573852,2001-09-28,"To date, only three cases of seizures associated with amphotericin B have been reported in the literature, but healthcare providers should be aware of the potential for this rare adverse effect.",31,1
10650,11573852,2001-09-28,The patient had a history of alcohol abuse; alcohol intake as well as withdrawal can also cause seizures.,18,0
10651,11576059,2001-09-29,The patient was reintubated and five hours later was successfully extubated without further sequelae.,14,0
10652,11576059,2001-09-29,We present the case of a 5-year-old girl who developed bilateral vocal cord paralysis following preoperative peritonsillar bupivacaine infiltration.,19,1
10653,11576059,2001-09-29,"After an uneventful tonsillectomy and extubation, stridor and respiratory distress developed.",11,0
10654,11576059,2001-09-29,Bilateral vocal cord paralysis was seen on laryngoscopy.,8,0
10655,11576059,2001-09-29,"This is particularly the case for children, who often exhibit resistance to intramuscular or rectal administration of drugs.",18,0
10656,11576059,2001-09-29,Reduction of postoperative pain is an important goal in the perioperative management of tonsillectomy patients.,15,0
10657,11576059,2001-09-29,Anesthesiologists and surgeons should be aware of this uncommon complication than can occur with the use of peritonsillar bupivacaine infiltration for pain control in tonsil surgery.,26,0
10658,11576059,2001-09-29,Vocal cord paralysis as a consequence of peritonsillar infiltration with bupivacaine.,11,1
10659,11576059,2001-09-29,"Peritonsillar bupivacaine infiltration, a relatively safe method of pain control, is in some centers frequently used by otolaryngologists for pain relief.",21,0
10660,11579261,2001-10-02,Three patients with progressive multifocal leukoencephalopathy (PML) treated with highly active antiretroviral therapy (HAART) worsened clinically and radiologically.,18,0
10661,11579261,2001-10-02,Inflammatory changes were observed in four out of nine patients on HAART and in one out of 19 patients not on HAART.,22,0
10662,11579261,2001-10-02,Inflammatory reactions in progressive multifocal leukoencephalopathy after highly active antiretroviral therapy.,11,0
10663,11579261,2001-10-02,We reviewed the slides of 28 brain biopsies diagnostic of PML.,11,0
10664,11579261,2001-10-02,Brain biopsy in all three disclosed PML and marked perivascular lymphoplasmacytic infiltration.,12,0
10665,11579261,2001-10-02,At the time of deterioration all three had reduced HIV viraemia and increased CD4 cell counts.,16,0
10666,11581485,2001-10-03,Childhood methanol ingestion treated with fomepizole and hemodialysis.,8,0
10667,11581485,2001-10-03,Fomepizole (4-methylpyrazole; Antizol) is used increasingly in the treatment of methanol toxicity in adults.,14,0
10668,11581485,2001-10-03,"Little experience exists with this drug in the pediatric population, however.",11,0
10669,11581485,2001-10-03,We present a case of methanol poisoning in a child in whom the use of fomepizole averted intravenous ethanol infusion and the attendant side effects of this therapy.,28,0
10670,11590881,2001-10-10,"In both instances, reversion of intraventricular conduction to normal occurred within 72 hours, coinciding with clearance of carbamazepine from the blood stream.",22,0
10671,11590881,2001-10-10,A 53 year old Greenlandic male was admitted twice over a period of 4 years with a new complete right bundle branch block after ingestion of 10 g and 4 g of carbamazepine respectively.,34,1
10672,11590881,2001-10-10,Carbamazepine induced right bundle branch block in a Greenlandic patient.,10,1
10673,11590881,2001-10-10,We recommend routine follow up by ECG of patients over the age of 50 treated with carbamazepine.,17,0
10674,11600262,2001-10-16,"A patient with a second-degree burn of the forehead, induced by topical application of crushed garlic is reported.",18,0
10675,11600262,2001-10-16,The literature on garlic burns is reviewed.,7,0
10676,11604555,2001-10-18,Therapy-related CD7+ acute myeloid leukemia with trisomy 8 following acute monocytic leukemia.,12,0
10677,11604555,2001-10-18,We report a patient who developed CD7+ therapy-related acute myeloid leukemia (t-AML) with trisomy 8 after chemotherapy for AML.,19,0
10678,11642488,2001-10-20,"Moderate lymphocytic infiltration of the substantia propria of the conjunctiva of both upper and lower lid specimens was present, as was scarring and keratinization of the epithelium.",27,0
10679,11642488,2001-10-20,To discuss the possible mechanisms of action and highlight the potential detrimental effects of dipivefrin on palpebral conjunctiva.,18,0
10680,11642488,2001-10-20,Cicatrization in the substantia propria of the conjunctiva by excessive lymphocytic infiltration after topically administered antiglaucoma drugs including dipivefrin is a possible mechanism of action for entropion.,27,1
10681,11642488,2001-10-20,Retrospective consecutive noncomparative case series.,5,0
10682,11642488,2001-10-20,To report patients who presented to the oculoplastics department for repair of cicatrical entropion after topical use of dipivefrin.,19,1
10683,11642488,2001-10-20,"After cessation of topical dipivefrin application and successful surgical repair of entropion, no recurrence of signs or symptoms has been reported.",21,0
10684,11642488,2001-10-20,Cicatricial entropion associated with chronic dipivefrin application.,7,1
10685,11642488,2001-10-20,"Nine eyes from 6 patients, 74 years to 90 years of age, referred by ophthalmologists for repair of cicatricial entropion after at least 2 years of twice-a-day application of dipivefrin.",30,1
10686,11672959,2001-10-24,The 3-week sulphasalazine syndrome strikes again.,6,1
10687,11672959,2001-10-24,"A 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral sulphasalazine for sero-negative rheumatoid arthritis.",27,1
10688,11672959,2001-10-24,"Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis, associated with erythrophagocytosis and prominent eosinophilic infiltrates, without viral inclusion bodies, suggestive of an adverse drug reaction.A week later, fulminant drug-induced hepatitis, associated with the presence of anti-nuclear autoantibodies (but not with other markers of autoimmunity), and accompanied by multi-organ failure and sepsis, supervened.",57,0
10689,11672959,2001-10-24,"It is thought that the clinico-pathological features and chronology of this case bore the hallmarks of the so-called ""3-week sulphasalazine syndrome"", a rare, but often fatal, immunoallergic reaction to sulphasalazine.",30,1
10690,11672959,2001-10-24,"She subsequently died some 5 weeks after the commencement of her drug therapy.Post-mortem examination showed evidence of massive hepatocellular necrosis, acute hypersensitivity myocarditis, focal acute tubulo-interstitial nephritis and extensive bone marrow necrosis, with no evidence of malignancy.",37,0
10691,11676523,2001-10-26,Prosthetic joint infection is an infrequent but serious complication of total joint arthroplasty.,13,0
10692,11676523,2001-10-26,"Complete removal of all foreign material is essential, however when prosthesis removal is not possible or contraindicated, suppressive antibiotic therapy with retention of the functioning hip arthroplasty may be considered.",30,0
10693,11676523,2001-10-26,"Linezolid, the first approved oxazolidinone, appears to be a promising new agent for the treatment of serious Gram-positive infections.",19,0
10694,11676523,2001-10-26,"This observation suggest that linezolid is a promising drug for the treatment of prosthetic joint infections due to MRSA or other Gram-positive pathogens, particularly when other therapeutic approaches are not feasible or a long-term antibiotic therapy is required.",38,0
10695,11676523,2001-10-26,We report two cases of Methicillin-resistant Staphylococcus aureus (MRSA) prosthetic hip infections successfully treated with a long course of linezolid.,20,0
10696,11676523,2001-10-26,Linezolid treatment of prosthetic hip Infections due to methicillin-resistant Staphylococcus aureus (MRSA).,12,0
10697,11681514,2001-10-30,"The main possible diagnoses, especially in the elderly, are age-related macular degeneration, tamoxifen and cancer-associated retinopathy (CAR).",17,0
10698,11681514,2001-10-30,"Even if the single and total dosage of antiestrogens given to the patient is sufficient to cause tamoxifen retinopathy, this diagnosis can be excluded because, in tamoxifen retinopathy unlike in the case presented here, the deposits are not distributed in all retinal layers.",43,0
10699,11681514,2001-10-30,"The findings are expected with age-related macular degeneration with crystalline drusen, but also with CAR.",15,0
10700,11681514,2001-10-30,Differential diagnosis of maculopathies can be difficult but is important if patients also suffer from other diseases such as breast cancer treated with antiestrogens.,24,0
10701,11681514,2001-10-30,"The ophthalmological examination was normal, except for extensive bilateral maculopathy with shining crystalline deposits, central and peripheral visual field defects, slightly affected scotopic and photopic potentials in the flash-ERG, and an abnormal m-ERG.",33,0
10702,11681514,2001-10-30,Visual acuity was reduced to 1/50 and 0.3.,8,0
10703,11681514,2001-10-30,"She underwent a general ophthalmological investigation, perimetry and electroretinographic examination with multifocal (m-ERG) and flash-electroretinogram (flash-ERG).",16,0
10704,11681514,2001-10-30,"We describe an 84-year-old patient with breast and colon cancer, who complained of a decrease in visual acuity after treatment with low-dose antiestrogens.",23,0
10705,11681514,2001-10-30,"Tamoxifen side effects, age-related macular degeneration (AMD) or cancer associated retinopathy (CAR)?",12,0
10706,11688826,2001-11-02,She developed SIADH 48 hours following chemotherapy.,7,0
10707,11688826,2001-11-02,"Interestingly, the use of carboplatin (CBDCA) and VDS in the subsequent treatment course was well tolerated indicating that the SIADH was most likely to have been induced by administration of CDDP.",31,1
10708,11688826,2001-11-02,A 66-year-old woman was diagnosed as having pulmonary adenocarcinoma with malignant pleural effusion following investigations for cough and dyspnea.,19,0
10709,11688826,2001-11-02,Syndrome of inappropriate secretion of ADH (SIADH) following cisplatin administration in a pulmonary adenocarcinoma patient with a malignant pleural effusion.,20,1
10710,11688826,2001-11-02,After drainage of the effusion she received combination chemotherapy with CDDP and VDS.,13,0
10711,11688826,2001-11-02,We report a patient with pulmonary adenocarcinoma complicated by the syndrome of inappropriate secretion of antidiuretic hormone (SIADH) following systemic chemotherapy with cisplatin (CDDP) and vindesine (VDS).,27,1
10712,11696132,2001-11-07,A 14-year-old boy with chronic granulomatous disease and severe infection was admitted to the hospital because of left shoulder aspergillus' infection and pain.,23,0
10713,11696132,2001-11-07,A unilateral fixed and dilated pupil was noted.,8,0
10714,11696132,2001-11-07,The patient required high dose opioid to control the shoulder pain.,11,0
10715,11696132,2001-11-07,Anisocoria from transdermal scopolamine.,4,1
10716,11696132,2001-11-07,"After extensive neurological 'work up', we realized that the anisocoria was related to the transdermal scopolamine patch that we had prescribed for weaning off the opioid.",26,1
10717,11696132,2001-11-07,We assumed this to be related to the advancing central nervous system aspergillosis.,13,0
10718,11696132,2001-11-07,"A transdermal scopolamine patch is an effective medication for relieving motion sickness, treating nausea and vomiting from chemotherapy and decreasing withdrawal side-effects from wearing off opioids.",26,0
10719,11700998,2001-11-10,This epileptic activity was continuous and unmodified by sensory stimulation and eyes opening and closing.,15,0
10720,11700998,2001-11-10,Scalp video-EEG monitoring was obtained using the standard 10/20 system of electrode placement.,13,0
10721,11700998,2001-11-10,De novo absence status is a specific epileptic condition that should be suspected in all elderly subjects on chronic treatment with psychotropic drugs presenting in a confusional state.,28,0
10722,11700998,2001-11-10,Intravenous injection of diazepam caused a rapid normalization of the EEG with disappearance of the clinical manifestations.,17,0
10723,11700998,2001-11-10,Cognitive and speech functions were specifically tested during the evaluation.,10,0
10724,11700998,2001-11-10,Continuous irregular rhythmic generalized 2.0-2.5 Hz sharp-and-slow wave complexes intermixed with spikes and polyspikes more prominent over the frontocentral areas were seen on the EEG.,25,0
10725,11700998,2001-11-10,De novo absence status of late onset following withdrawal of lorazepam: a case report.,14,1
10726,11700998,2001-11-10,An urgent EEG is essential to confirm the diagnosis.,9,0
10727,11700998,2001-11-10,The aim of this report is to describe the clinical and electroencephalographic findings seen in an elderly woman without previous history of seizures who developed a nonconvulsive generalized status epilepticus following acute withdrawal of lorazepam.,35,1
10728,11703329,2001-11-13,"HMSN is diagnosed in most cases retrospectively, usually suggested by the observation of foot abnormalities or family history.",18,0
10729,11703329,2001-11-13,We report a 31-year-old women with recurrent Hodgkin's lymphoma and unrecognized HMSN-1 who developed severe motor neuropathy 3 weeks after the first cycle of treatment including 2 mg of vincristine.,30,1
10730,11703329,2001-11-13,"Recognizing early signs of HMSN, such as areflexia and pes cavus deformity, can prevent severe neurotoxicity of polychemotherapy by avoiding vincristine.",21,1
10731,11703329,2001-11-13,The disease predisposes to severe vincristine neurotoxicity.,7,1
10732,11703329,2001-11-13,"Hereditary motor and sensory neuropathy type 1 (HMSN-1) is an autosomal dominant disorder, which is usually not associated with neoplastic diseases.",21,0
10733,11703329,2001-11-13,Early recognition of hereditary motor and sensory neuropathy type 1 can avoid life-threatening vincristine neurotoxicity.,15,1
10734,11706664,2001-11-15,This report describes an unexpected drug-induced hepatitis in a previously healthy young woman exposed to 2 doses of amodiaquine and artesunate.,21,1
10735,11706664,2001-11-15,Combination antimalarial therapy is being explored to delay development of resistance to falciparum malaria.,14,0
10736,11706664,2001-11-15,Use of these combinations should be closely monitored.,8,0
10737,11706664,2001-11-15,Acute asymptomatic hepatitis in a healthy normal volunteer exposed to 2 oral doses of amodiaquine and artesunate.,17,1
10738,11712064,2001-11-17,Systemic allergic contact dermatitis to 8-methoxypsoralen (8-MOP).,7,1
10739,11712064,2001-11-17,We describe a patient who had a systemic allergic contact dermatitis to 8-MOP develop during her second course of PUVA treatment for psoriasis.,23,1
10740,11712064,2001-11-17,Photochemotherapy with psoralens and UVA (PUVA) is widely used in the treatment of psoriasis and many other skin conditions.,19,0
10741,11712064,2001-11-17,Cutaneous adverse reactions to 8-methoxypsoralen (8-MOP) appear to be rare and may be difficult to distinguish from phototoxicity or UV-induced polymorphic light eruption.,23,0
10742,11716269,2001-11-22,has become a widely accepted technique in the management of chronic and difficult wounds.,14,0
10743,11716269,2001-11-22,The vacuum-assisted wound closure technique and device (the V.A.C.),9,0
10744,11716269,2001-11-22,"technique in the treatment of difficult wounds, but focuses on raising the index of suspicion of toxic shock syndrome in patients with wounds managed with the V.A.C.",27,0
10745,11716269,2001-11-22,who develop early signs or symptoms that may be consistent with the diagnosis.,13,0
10746,11716269,2001-11-22,This article does not question the efficacy of the V.A.C.,10,0
10747,11716269,2001-11-22,The authors present the first reported case of toxic shock syndrome associated with its use.,15,0
10748,11716269,2001-11-22,Toxic shock syndrome associated with the use of the vacuum-assisted closure device.,12,0
10749,11719751,2001-11-24,An abdominal radiograph revealed gross fecal loading.,7,0
10750,11719751,2001-11-24,He was initially treated with intravenous fluids and opiate analgesia.,10,0
10751,11719751,2001-11-24,"A 33-year-old man with a history of recreational benztropine abuse presented to the emergency department with confusion, abdominal pain, and distention.",21,1
10752,11719751,2001-11-24,Neostigmine appears to be useful in reversing ileus caused by anticholinergic drug overdose.,13,0
10753,11719751,2001-11-24,"Treatment with tacrine reversed the delirium, and a history of repeated benztropine use was obtained.",15,0
10754,11719751,2001-11-24,"Persistent ileus was treated with repeated doses of neostigmine, and gastrointestinal motility returned with prompt defecation.",16,0
10755,11719751,2001-11-24,Treatment of anticholinergic-induced ileus with neostigmine.,6,0
10756,11719751,2001-11-24,"Subsequently, a diagnosis of anticholinergic poisoning was made, based on tachycardia, delirium, dry mucosa, and reduced bowel sounds.",18,0
10757,11719751,2001-11-24,"Theoretically, it may be useful in reversing anticholinergic ileus resulting from acute drug overdose, allowing or enhancing decontamination, but the safety and potential efficacy of neostigmine in this scenario have not been established.",33,0
10758,11722307,2001-11-28,Agranulocytosis and granulocytopenia associated with quetiapine.,6,1
10759,11722307,2001-11-28,Quetiapine is a recently introduced atypical antipsychotic.,7,0
10760,11722307,2001-11-28,Quetiapine was associated with leucopenia in two patients and clinically apparent agranulocytosis in one patient.,15,1
10761,11722307,2001-11-28,"Although adverse effects are mainly mild, more serious infrequent adverse effects including leucopenia are mentioned.",15,0
10762,11722307,2001-11-28,"Although a definite association has not been proven, clinicians should be aware of the possibility of agranulocytosis while using quetiapine.",20,1
10763,11722307,2001-11-28,Further post-marketing surveys are required.,5,0
10764,11722307,2001-11-28,We describe three case-reports concerning haematological adverse effects of quetiapine.,10,1
10765,11724089,2001-11-29,He experienced a severe skin reaction diagnosed as toxic epidermal necrolysis.,11,0
10766,11724089,2001-11-29,The man died from complications related to toxic epidermal necrolysis.,10,0
10767,11724089,2001-11-29,To report a fatal case of toxic epidermal necrolysis in a man who was treated with oral ofloxacin for epididymitis.,20,1
10768,11724089,2001-11-29,Fluoroquinolones have rarely been implicated in cases of toxic epidermal necrolysis.,11,0
10769,11724089,2001-11-29,There are a few case reports of other fluoroquinolones that have been associated with toxic epidermal necrolysis.,17,0
10770,11724089,2001-11-29,A 75-year-old white man received 23.6 grams of ofloxacin over a 51-day period for epididymitis.,15,0
10771,11724089,2001-11-29,"Toxic epidermal necrolysis is an infrequent, yet often fatal, severe, systemic, cutaneous disease most often the result of an adverse drug reaction.",22,0
10772,11724089,2001-11-29,There is very little published information regarding ofloxacin-induced toxic epidermal necrolysis.,11,1
10773,11724089,2001-11-29,"A MEDLINE search from 1966 to December 2000 revealed no reports of toxic epidermal necrolysis, erythema multiforme, or Stevens-Johnson syndrome due to ofloxacin therapy.",24,0
10774,11724089,2001-11-29,This report rules out other causes of toxic epidermal necrolysis and implicates ofloxacin in what appears to be an atypical presentation of drug-induced toxic epidermal necrolysis.,26,1
10775,11724089,2001-11-29,"However, a large case-control study included three cases of either Stevens-Johnson syndrome or toxic epidermal necrolysis associated with ofloxacin use, but no details of the cases were given.",28,1
10776,11724089,2001-11-29,Ofloxacin: a probable cause of toxic epidermal necrolysis.,8,1
10777,11724089,2001-11-29,It is hoped that this case report creates awareness that ofloxacin-induced toxic epidermal necrolysis is possible.,16,1
10778,11727007,2001-12-01,Osteonecrosis is a feared complication of corticosteroid use.,8,0
10779,11727007,2001-12-01,The association of systemic inflammatory disorders with osteonecrosis and the possible association with vascular thrombosis are discussed.,17,0
10780,11727007,2001-12-01,"However, a direct association between corticosteroid use and osteonecrosis has never been proven.",13,0
10781,11727007,2001-12-01,The present report examines the case of a patient with longstanding Crohn's disease who had never been treated with corticosteroids and who developed osteonecrosis of the talus.,27,0
10782,11727007,2001-12-01,Osteonecrosis in a patient with Crohn's disease unrelated to corticosteroid use.,11,0
10783,11729371,2001-12-01,"Catheterization revealed 90% midstenosis of the left anterior descending artery, which was successfully treated with percutaneous transluminal coronary angioplasty (PTCA) and stent placement.",23,0
10784,11729371,2001-12-01,Concurrent use of reteplase and lepirudin in the treatment of acute anterior wall myocardial infarction.,15,0
10785,11729371,2001-12-01,Electrocardiogram (ECG) on arrival and at 3 hours showed no acute changes; cardiac enzymes revealed minimal MB elevation.,18,0
10786,11729371,2001-12-01,Follow-up ECG showed improvement in ST-segment elevation and eventual resolution to pre-event tracing; cardiac enzymes showed slight elevations.,18,0
10787,11729371,2001-12-01,Reteplase was administered with concomitant lepirudin.,6,0
10788,11729371,2001-12-01,"Five hours after arrival, the patient reported a recurrence of severe chest pain.",13,0
10789,11729371,2001-12-01,ECG showed marked ST elevations consistent with acute myocardial infarction.,10,0
10790,11729371,2001-12-01,The patient was doing well at 6 months follow-up.,9,0
10791,11729371,2001-12-01,Repeat PTCA was performed 10 days postdischarge due to intraluminal stent occlusion.,12,0
10792,11729371,2001-12-01,Echocardiogram showed normal left ventricular systolic function with mild mitral and tricuspid regurgitation and trace aortic insufficiency.,17,0
10793,11729371,2001-12-01,A 61-year-old male with a history of severe heparin-induced thrombocytopenia (HIT) type II after aorto-femoral bypass surgery presented to the emergency department within 8 hours of development of substernal chest pain radiating to the left arm.,36,0
10794,11733259,2001-12-06,"Inclusion of specific culture media and staining protocols for mycobacteria, along with aggressive treatment on diagnosis, including lifting or amputating the LASIK flap, culturing, topical fortified clarithromycin and amikacin, while avoiding corticosteroids, may significantly improve resolution of the infection and potentially improve the visual outcome.",45,0
10795,11733259,2001-12-06,"Definitive diagnosis was obtained after a mean period of 4.5 weeks (range, 12 days-8 weeks) from onset.",17,0
10796,11733259,2001-12-06,Five eyes in four patients who underwent LASIK in different locations around the world and had culture-positive mycobacterium keratitis develop.,20,0
10797,11733259,2001-12-06,"Onset of symptoms of infection occurred after a mean of 20 days (range, 11 days-6 weeks) after LASIK or an enhancement procedure.",22,0
10798,11733259,2001-12-06,"Time periods from onset to diagnosis and from diagnosis to clinical resolution, and the final visual acuity.",17,0
10799,11733259,2001-12-06,"Mycobacterial keratitis is a potentially vision-threatening complication after LASIK, characterized by a long latent period, delayed diagnosis, and a protracted course even under intensive specific antibiotic therapy.",27,0
10800,11733259,2001-12-06,In four of five eyes the LASIK flap was amputated.,10,0
10801,11733259,2001-12-06,Corticosteroids were found to worsen and prolong the course of disease.,11,0
10802,11733259,2001-12-06,"Keratitis resolved within 8.4 weeks (range, 1-18 weeks) of treatment with fortified clarithromycin and amikacin.",15,0
10803,11733259,2001-12-06,"The LASIK flap was lifted or amputated, samples were submitted for Ziehl-Neelsen acid-fast stain and Lowenstein-Jensen's agar cultures for diagnosis; topical treatment with fortified clarithromycin and amikacin was administered until clinical resolution.",32,0
10804,11733259,2001-12-06,"To report the clinical course, management, and outcome of infectious interface keratitis caused by mycobacterium species after laser in situ keratomileusis (LASIK).",22,0
10805,11733259,2001-12-06,A small noncomparative interventional case series.,6,0
10806,11733259,2001-12-06,Mycobacterium interface keratitis after laser in situ keratomileusis.,8,0
10807,11737689,2001-12-12,"A skin biopsy specimen revealed microscopic, sterile, neutrophilic abscesses.",9,0
10808,11737689,2001-12-12,A girl with cystic fibrosis and cyclic neutropenia developed an erythematous papular eruption without fever or neutrophilia 7 months after commencing therapy with G-CSF.,24,1
10809,11737689,2001-12-12,Painful neutrophilic skin lesions were observed in two children receiving granulocyte colony-stimulating factor (G-CSF) for treatment of idiopathic neutropenia.,19,1
10810,11737689,2001-12-12,Neutrophilic dermatoses in two children with idiopathic neutropenia: association with granulocyte colony-stimulating factor (G-CSF) therapy.,15,1
10811,11737689,2001-12-12,A biopsy specimen showed neutrophilic panniculitis.,6,0
10812,11737689,2001-12-12,A boy with chronic neutropenia and recurrent inflammatory skin lesions developed multiple erythematous nodules following administration of G-CSF.,18,1
10813,11737689,2001-12-12,We believe that these skin eruptions belong to a spectrum of neutrophilic dermatoses that can be induced or aggravated by G-CSF therapy.,22,1
10814,11744182,2001-12-18,A review of possible pathogenetic factors is given.,8,0
10815,11744182,2001-12-18,During four courses of chemotherapy for a disseminated testicular seminoma a 30-year-old man developed three arterial occlusive events and one silent myocardial infarction.,23,0
10816,11744182,2001-12-18,During chemotherapy suggested pathogenetic factors were monitored without observing any significant abnormality.,12,0
10817,11744182,2001-12-18,Arterial occlusive events during chemotherapy for germ cell cancer.,9,0
10818,11744182,2001-12-18,The events occurred approximately 10 days after the start of each chemotherapy course.,13,0
10819,11744182,2001-12-18,After completion of chemotherapy the patient remained in a complete remission and free of new thromboembolic events.,17,0
10820,11749112,2001-12-26,"Controlled clinical trials are indicated to determine if this finding is indicative of a class effect for all GABAergic antiepileptic drugs (AEDs), as already noted with vigabatrin, or if this case represents an incidental finding with tiagabine (41 references).",39,0
10821,11749112,2001-12-26,Visual fields and tiagabine: a quandary.,6,0
10822,11749112,2001-12-26,These defects were apparently reversible upon the discontinuation of tiagabine.,10,0
10823,11749112,2001-12-26,This case report describes the development of asymptomatic visual field defects (VFDs) in a psychiatric patient with bipolar disorder receiving adjunctive tiagabine treatment.,23,1
10824,11757641,2002-01-05,Extensive microbiological investigation remained negative and video-assisted thoracoscopic lung biopsy demonstrated diffuse alveolar damage.,14,0
10825,11757641,2002-01-05,The evolution was favourable without treatment.,6,0
10826,11757641,2002-01-05,This is the second report of acute lung injury and diffuse alveolar damage caused by mefloquine.,16,1
10827,11757641,2002-01-05,Pulmonary toxicity with mefloquine.,4,1
10828,11757641,2002-01-05,Glucose-6-phosphate dehydrogenase deficiency was present in the former case and was thought to contribute to the lung injury.,18,0
10829,11757641,2002-01-05,"This report presents a case of acute lung injury developing within hours after administration of mefloquine for a low-level Plasmodium falciparum malaria, which was persistent despite halofantrine therapy.",28,1
10830,11757641,2002-01-05,"However, glucose-phosphate dehydrogenase was normal in the present case, suggesting that it is not a predisposing condition to the lung injury.",21,0
10831,11762672,2002-01-05,Reversal of severe methanol-induced visual impairment: no evidence of retinal toxicity due to fomepizole.,14,1
10832,11762672,2002-01-05,An adult male presented with central blindness after ingesting methanol.,10,1
10833,11762672,2002-01-05,"Initial visual acuity was <20/800 (finger counting at 1-2 feet) with retinal edema on fundoscopy, arterial pH 7.19, methanol 97 mg/dL (30 mmol/L), formate 14.3 mmol/L, and ethanol undetectable.",29,0
10834,11762672,2002-01-05,"Methanol metabolism was effectively blocked by fomepizole even after ethanol had been eliminated, and the patient recovered 20/20 vision by day 14 with normal fundoscopy.",25,0
10835,11762672,2002-01-05,"We report a case of methanol poisoning exhibiting complete recovery from severe visual impairment following treatment with ethanol, fomepizole, and hemodialysis.",21,0
10836,11762672,2002-01-05,"The patient was treated with ethanol, then fomepizole intravenously (15, 10, then 5 mg/kg), and hemodialysis.",16,0
10837,11762672,2002-01-05,"The potential for fomepizole to inhibit retinol dehydrogenase, an isoenzyme of alcohol dehydrogenase essential to vision, did not appear to be clinically significant in this symptomatic methanol-poisoned patient.",28,0
10838,11762672,2002-01-05,"This case report confirms highly efficient inhibition of alcohol dehydrogenase by fomepizole, as well as demonstrate the safety of fomepizole in a patient already exhibiting end-organ retinal toxicity.",28,0
10839,11768587,2002-01-05,We conclude that treatment with ramipril can be employed effectively and safely in GSD Ia patients with nephrotic-range proteinuria.,19,0
10840,11768587,2002-01-05,We studied the effect of ramipril on urinary protein excretion and arterial pressure in a 27-year-old patient with GSD Ia and heavy proteinuria (2-3 g /24 h).,27,0
10841,11768587,2002-01-05,Ramipril therapy resulted in an important reduction of proteinuria (0.3-0.5 g/24 h): no changes were observed in arterial pressure and renal function during the 12-month follow-up.,26,0
